,n_votes,who,unique_who,mean,std
sub-NDARBG702FED_T1w__ax_82,5,"{'Dylan', 'satra', 'pdonnelly', 'ekubota', 'bv42'}",5,0.8,0.4472135954999579
sub-NDARBJ159HXB_T1w__ax_105,4,"{'Dylan', 'Kesh', 'ehuber'}",3,1.0,0.0
sub-NDARBJ159HXB_T1w__ax_125,3,{'Dylan'},1,1.0,0.0
sub-NDARBJ159HXB_T1w__ax_45,6,"{'Dylan', 'akeshavan', 'arokem'}",3,1.0,0.0
sub-NDARBJ159HXB_T1w__ax_65,4,"{'Dnkennedy', 'satra', 'cjmarkie'}",3,1.0,0.0
sub-NDARBJ159HXB_T1w__ax_85,5,"{'akeshavan', 'Kesh', 'arokem'}",3,0.8,0.44721359549995804
sub-NDARBK082PDD_T1w__ax_101,7,"{'Kesh', 'akeshavan', 'pbellec', 'binarybottle', 'arokem'}",5,1.0,0.0
sub-NDARBK082PDD_T1w__ax_121,4,"{'anisha', 'Dnkennedy', 'akeshavan', 'arokem'}",4,0.5,0.5773502691896257
sub-NDARBK082PDD_T1w__ax_141,8,"{'Dylan', '62442katieb', 'gkiar', 'pdonnelly', 'arokem'}",5,1.0,0.0
sub-NDARBK082PDD_T1w__ax_61,8,"{'akeshavan', 'gkiar', 'Kesh'}",3,0.75,0.4629100498862757
sub-NDARBK082PDD_T1w__ax_81,6,"{'Dnkennedy', 'Dylan', 'arokem'}",3,0.6666666666666666,0.5163977794943223
sub-NDARBK669XJQ_T1w__ax_110,5,"{'arokem', 'cjmarkie', 'ekubota'}",3,0.4,0.5477225575051662
sub-NDARBK669XJQ_T1w__ax_130,7,"{'Dylan', 'Kesh', 'satra', 'cjmarkie', 'arokem'}",5,0.8571428571428571,0.3779644730092272
sub-NDARBK669XJQ_T1w__ax_150,5,"{'Dylan', 'Dnkennedy', 'Kesh', 'satra', 'binarybottle'}",5,1.0,0.0
sub-NDARBK669XJQ_T1w__ax_70,6,"{'Dnkennedy', 'dnkennedy', 'Kesh', 'akeshavan', 'anisha'}",5,1.0,0.0
sub-NDARBK669XJQ_T1w__ax_90,6,"{'Dylan', 'Dnkennedy', 'gkiar', 'a_fake_user', 'arokem'}",5,0.8333333333333334,0.408248290463863
sub-NDARBM173BJG_T1w__ax_107,5,"{'Dnkennedy', 'cjmarkie', 'Kesh', 'arokem'}",4,1.0,0.0
sub-NDARBM173BJG_T1w__ax_127,4,"{'Dylan', 'Dnkennedy', 'ehuber', 'arokem'}",4,0.5,0.5773502691896257
sub-NDARBM173BJG_T1w__ax_147,7,"{'Dnkennedy', 'dnkennedy', 'Kesh', 'ehuber', 'arokem'}",5,0.7142857142857143,0.48795003647426655
sub-NDARBM173BJG_T1w__ax_67,6,"{'satra', 'anisha', 'spa', 'cjmarkie', 'arokem'}",5,0.6666666666666666,0.5163977794943223
sub-NDARBM173BJG_T1w__ax_87,4,"{'satra', 'dnkennedy', 'ekubota'}",3,0.75,0.5
sub-NDARBM213BEA_T1w__ax_110,7,"{'Dylan', 'Dnkennedy', 'akeshavan', 'pdonnelly', 'cjmarkie', 'andronovhopf'}",6,0.7142857142857143,0.48795003647426666
sub-NDARBM213BEA_T1w__ax_130,5,"{'Dnkennedy', 'Dylan', 'Kesh', 'a_fake_user'}",4,0.8,0.4472135954999579
sub-NDARBM213BEA_T1w__ax_150,9,"{'Dnkennedy', 'Kesh', 'akeshavan', 'gkiar', 'binarybottle', 'arokem'}",6,0.7777777777777778,0.44095855184409843
sub-NDARBM213BEA_T1w__ax_70,4,"{'akeshavan', 'ehuber'}",2,1.0,0.0
sub-NDARBM213BEA_T1w__ax_90,5,"{'Dylan', 'gkiar', 'pdonnelly', 'arokem'}",4,0.8,0.4472135954999579
sub-NDARBM839WR5_T1w__ax_116,8,"{'Dnkennedy', 'Dylan', 'akeshavan', 'sliew', 'binarybottle', 'spa'}",6,0.25,0.4629100498862757
sub-NDARBM839WR5_T1w__ax_136,5,"{'pdonnelly', 'arokem', '62442katieb'}",3,0.6,0.5477225575051662
sub-NDARBM839WR5_T1w__ax_56,4,"{'akeshavan', 'Dnkennedy', 'satra', 'Kesh'}",4,0.25,0.5
sub-NDARBM839WR5_T1w__ax_76,5,"{'Dnkennedy', 'dnkennedy', 'akeshavan', 'gkiar', 'satra'}",5,0.0,0.0
sub-NDARBM839WR5_T1w__ax_96,8,"{'Dylan', 'Dnkennedy', 'dnkennedy', 'Kesh'}",4,0.125,0.3535533905932738
sub-NDARBN100LCD_T1w__ax_110,7,"{'Dnkennedy', 'ekubota', 'Dylan', 'arokem'}",4,0.5714285714285714,0.5345224838248488
sub-NDARBN100LCD_T1w__ax_130,5,"{'Dylan', 'satra', 'dnkennedy', 'Kesh'}",4,0.8,0.4472135954999579
sub-NDARBN100LCD_T1w__ax_150,5,"{'Dylan', 'arokem', 'ekubota'}",3,1.0,0.0
sub-NDARBN100LCD_T1w__ax_70,4,"{'Dylan', 'Kesh', 'andronovhopf', 'jyeatman '}",4,0.75,0.5
sub-NDARBN100LCD_T1w__ax_90,5,"{'Dylan', 'binarybottle', 'Dnkennedy', 'dnkennedy'}",4,1.0,0.0
sub-NDARBR740NKV_T1w__ax_105,9,"{'Dnkennedy', 'Kesh', 'akeshavan', 'gkiar', 'arokem'}",5,0.8888888888888888,0.33333333333333337
sub-NDARBR740NKV_T1w__ax_125,4,"{'Dnkennedy', 'akeshavan', 'cjmarkie', 'arokem'}",4,1.0,0.0
sub-NDARBR740NKV_T1w__ax_45,5,"{'akeshavan', 'dnkennedy', 'Kesh', 'arokem'}",4,0.6,0.5477225575051662
sub-NDARBR740NKV_T1w__ax_65,8,"{'Dnkennedy', 'gkiar', 'arokem', 'Dylan'}",4,1.0,0.0
sub-NDARBR740NKV_T1w__ax_85,7,"{'Dnkennedy', 'Kesh', 'gkiar', 'sliew', 'satra', 'arokem'}",6,1.0,0.0
sub-NDARBU112XZE_T1w__ax_119,4,"{'Dnkennedy', 'dnkennedy', 'arokem', '62442katieb'}",4,1.0,0.0
sub-NDARBU112XZE_T1w__ax_139,7,"{'Dylan', 'Kesh', 'gkiar', 'binarybottle', 'arokem'}",5,1.0,0.0
sub-NDARBU112XZE_T1w__ax_59,6,"{'Dylan', 'binarybottle', 'gkiar', 'arokem'}",4,1.0,0.0
sub-NDARBU112XZE_T1w__ax_79,4,"{'Dylan', 'dnkennedy', 'Kesh', '62442katieb'}",4,1.0,0.0
sub-NDARBU112XZE_T1w__ax_99,7,"{'dnkennedy', 'Kesh', 'satra', 'pdonnelly', 'arokem'}",5,0.8571428571428571,0.37796447300922725
sub-NDARBU607ZZ3_T1w__ax_109,3,"{'Dylan', 'binarybottle', 'cjmarkie'}",3,0.3333333333333333,0.5773502691896258
sub-NDARBU607ZZ3_T1w__ax_129,4,"{'Dnkennedy', 'gkiar', 'Kesh', 'arokem'}",4,0.25,0.5
sub-NDARBU607ZZ3_T1w__ax_49,5,"{'Dylan', 'sliew', 'gkiar', 'Dnkennedy'}",4,0.2,0.44721359549995804
sub-NDARBU607ZZ3_T1w__ax_69,7,"{'Dnkennedy', 'Kesh', 'gkiar', 'another_anisha', 'arokem'}",5,0.14285714285714285,0.3779644730092273
sub-NDARBU607ZZ3_T1w__ax_89,6,"{'Kesh', '62442katieb', 'akeshavan', 'binarybottle', 'pdonnelly'}",5,0.5,0.5477225575051661
sub-NDARBV364MBC_T1w__ax_109,3,"{'Dylan', 'gkiar', 'ekubota'}",3,0.6666666666666666,0.5773502691896258
sub-NDARBV364MBC_T1w__ax_129,6,"{'Dylan', 'cjmarkie', 'arokem', 'pbellec'}",4,1.0,0.0
sub-NDARBV364MBC_T1w__ax_149,5,"{'Kesh', 'pdonnelly', 'ekubota', 'bv42', 'cjmarkie'}",5,0.8,0.44721359549995804
sub-NDARBV364MBC_T1w__ax_69,6,"{'akeshavan', 'arokem'}",2,0.6666666666666666,0.5163977794943223
sub-NDARBV364MBC_T1w__ax_89,5,"{'Dnkennedy', 'Kesh', 'akeshavan', 'gkiar', 'pbellec'}",5,1.0,0.0
sub-NDARBV680AA8_T1w__ax_101,6,"{'akeshavan', 'cjmarkie', 'pdonnelly', 'arokem'}",4,1.0,0.0
sub-NDARBV680AA8_T1w__ax_121,5,"{'Dylan', 'Dnkennedy', 'cjmarkie'}",3,1.0,0.0
sub-NDARBV680AA8_T1w__ax_141,6,"{'Dylan', 'gkiar', 'dnkennedy', 'Kesh'}",4,0.8333333333333334,0.408248290463863
sub-NDARBV680AA8_T1w__ax_61,8,"{'akeshavan', 'gkiar', 'Kesh', 'arokem'}",4,0.75,0.4629100498862757
sub-NDARBV680AA8_T1w__ax_81,3,"{'akeshavan', 'gkiar', 'pbellec'}",3,0.3333333333333333,0.5773502691896258
sub-NDARBX121UM9_T1w__ax_109,6,"{'Dnkennedy', 'binarybottle', 'gkiar', 'cjmarkie'}",4,1.0,0.0
sub-NDARBX121UM9_T1w__ax_129,5,"{'anisha', 'Dnkennedy', 'Dylan', 'binarybottle'}",4,1.0,0.0
sub-NDARBX121UM9_T1w__ax_149,5,"{'Dnkennedy', 'binarybottle', 'dnkennedy', 'arokem'}",4,1.0,0.0
sub-NDARBX121UM9_T1w__ax_69,5,"{'Dylan', 'gkiar', 'arokem'}",3,1.0,0.0
sub-NDARBX121UM9_T1w__ax_89,5,"{'Dnkennedy', 'akeshavan', 'ehuber', 'ekubota', 'arokem'}",5,1.0,0.0
sub-NDARBX400RTC_T1w__ax_117,4,"{'Dnkennedy', 'gkiar', 'Dylan'}",3,0.25,0.5
sub-NDARBX400RTC_T1w__ax_137,7,"{'Dylan', 'satra', 'ekubota', 'cjmarkie', 'arokem'}",5,0.14285714285714285,0.37796447300922725
sub-NDARBX400RTC_T1w__ax_157,5,"{'anisha', 'binarybottle', 'Dylan', 'dnkennedy'}",4,0.0,0.0
sub-NDARBX400RTC_T1w__ax_77,9,"{'Dylan', 'Dnkennedy', 'Kesh', 'pbellec', 'satra', 'binarybottle'}",6,0.1111111111111111,0.3333333333333333
sub-NDARBX400RTC_T1w__ax_97,5,"{'Dnkennedy', 'cjmarkie', 'pdonnelly'}",3,0.6,0.5477225575051662
sub-NDARBX974XDR_T1w__ax_105,4,"{'Dylan', 'Dnkennedy', 'cjmarkie', '62442katieb'}",4,1.0,0.0
sub-NDARBX974XDR_T1w__ax_125,7,"{'Kesh', 'akeshavan', 'pdonnelly', 'ekubota', 'bv42', 'arokem'}",6,0.8571428571428571,0.37796447300922725
sub-NDARBX974XDR_T1w__ax_145,8,"{'ekubota', 'bv42', 'Kesh', 'andronovhopf'}",4,0.625,0.5175491695067657
sub-NDARBX974XDR_T1w__ax_65,8,"{'Dnkennedy', 'Dylan', 'Kesh', 'akeshavan', 'cjmarkie'}",5,1.0,0.0
sub-NDARBX974XDR_T1w__ax_85,3,"{'Dnkennedy', 'Kesh', 'ekubota'}",3,1.0,0.0
sub-NDARBZ216FW8_T1w__ax_119,6,"{'Dylan', 'satra', 'Kesh'}",3,1.0,0.0
sub-NDARBZ216FW8_T1w__ax_139,5,"{'Dnkennedy', 'satra', 'Kesh', 'arokem'}",4,1.0,0.0
sub-NDARBZ216FW8_T1w__ax_59,4,"{'gkiar', 'cjmarkie', 'Kesh', 'arokem'}",4,1.0,0.0
sub-NDARBZ216FW8_T1w__ax_79,4,"{'Kesh', 'pdonnelly', 'andronovhopf'}",3,0.75,0.5
sub-NDARBZ216FW8_T1w__ax_99,4,"{'Dnkennedy', 'binarybottle', 'ehuber'}",3,1.0,0.0
sub-NDARCA153NKE_T1w__ax_108,5,"{'ehuber', 'satra', 'pdonnelly', 'ekubota', 'arokem'}",5,0.4,0.5477225575051662
sub-NDARCA153NKE_T1w__ax_128,5,{'akeshavan'},1,0.8,0.4472135954999579
sub-NDARCA153NKE_T1w__ax_148,5,"{'Dylan', 'Kesh', 'akeshavan', 'pdonnelly', 'arokem'}",5,0.4,0.5477225575051662
sub-NDARCA153NKE_T1w__ax_168,4,"{'Dylan', 'pdonnelly', 'ekubota', '62442katieb'}",4,0.0,0.0
sub-NDARCA153NKE_T1w__ax_188,5,"{'Dylan', 'gkiar', 'pdonnelly', 'cjmarkie', 'arokem'}",5,0.4,0.5477225575051662
sub-NDARCA186WGH_T1w__ax_110,9,"{'akeshavan', 'dnkennedy', 'Kesh', 'andronovhopf'}",4,0.5555555555555556,0.5270462766947299
sub-NDARCA186WGH_T1w__ax_130,4,"{'anisha', 'sliew', 'Dnkennedy', 'binarybottle'}",4,0.75,0.5
sub-NDARCA186WGH_T1w__ax_150,3,"{'anisha', 'Dnkennedy'}",2,1.0,0.0
sub-NDARCA186WGH_T1w__ax_70,6,"{'Dnkennedy', 'gkiar', 'Kesh', 'arokem'}",4,0.8333333333333334,0.408248290463863
sub-NDARCA186WGH_T1w__ax_90,4,"{'akeshavan', 'satra', 'arokem'}",3,1.0,0.0
sub-NDARCA789EE0_T1w__ax_113,4,"{'Dnkennedy', 'cjmarkie', 'pdonnelly', 'jyeatman '}",4,1.0,0.0
sub-NDARCA789EE0_T1w__ax_133,5,"{'Dnkennedy', 'arokem', 'akeshavan', 'ekubota'}",4,0.8,0.4472135954999579
sub-NDARCA789EE0_T1w__ax_53,7,"{'Kesh', 'dnkennedy', 'cjmarkie', 'pbellec'}",4,1.0,0.0
sub-NDARCA789EE0_T1w__ax_73,4,"{'Dylan', 'pdonnelly', 'arokem'}",3,1.0,0.0
sub-NDARCA789EE0_T1w__ax_93,6,"{'Dnkennedy', 'Kesh', 'gkiar', 'pdonnelly', 'cjmarkie'}",5,0.8333333333333334,0.408248290463863
sub-NDARCB959FY4_T1w__ax_118,9,"{'Dnkennedy', 'jyeatman ', 'sliew', 'ekubota', 'cjmarkie', 'arokem'}",6,0.7777777777777778,0.44095855184409843
sub-NDARCB959FY4_T1w__ax_138,4,"{'Dnkennedy', 'Dylan', 'arokem'}",3,0.75,0.5
sub-NDARCB959FY4_T1w__ax_58,5,"{'akeshavan', 'Dnkennedy', 'Dylan', 'anisha'}",4,1.0,0.0
sub-NDARCB959FY4_T1w__ax_78,7,"{'Dylan', 'gkiar', 'bv42', 'Kesh'}",4,1.0,0.0
sub-NDARCB959FY4_T1w__ax_98,7,"{'dnkennedy', 'Kesh', 'akeshavan', 'pdonnelly', 'ekubota'}",5,1.0,0.0
sub-NDARCD401HGZ_T1w__ax_100,6,"{'Dylan', 'akeshavan', 'gkiar', 'ehuber', 'arokem'}",5,0.8333333333333334,0.408248290463863
sub-NDARCD401HGZ_T1w__ax_120,4,"{'anisha', 'binarybottle', 'cjmarkie', 'Kesh'}",4,1.0,0.0
sub-NDARCD401HGZ_T1w__ax_140,4,"{'Dnkennedy', 'bv42', 'Kesh', 'ehuber'}",4,1.0,0.0
sub-NDARCD401HGZ_T1w__ax_60,5,"{'Dnkennedy', 'dnkennedy', 'Kesh', 'akeshavan', 'anisha'}",5,1.0,0.0
sub-NDARCD401HGZ_T1w__ax_80,4,"{'akeshavan', 'pdonnelly', 'ekubota'}",3,1.0,0.0
sub-NDARCE353XKH_T1w__ax_118,5,"{'Dnkennedy', 'arokem', 'binarybottle', 'ehuber'}",4,1.0,0.0
sub-NDARCE353XKH_T1w__ax_138,4,"{'anisha', 'Kesh', 'pdonnelly', 'arokem'}",4,1.0,0.0
sub-NDARCE353XKH_T1w__ax_58,3,"{'Dnkennedy', 'Dylan'}",2,1.0,0.0
sub-NDARCE353XKH_T1w__ax_78,7,"{'akeshavan', 'bv42', 'Kesh', 'arokem'}",4,1.0,0.0
sub-NDARCE353XKH_T1w__ax_98,4,"{'anisha', 'dnkennedy', 'ekubota'}",3,1.0,0.0
sub-NDARCE721YB5_T1w__ax_113,7,"{'Dylan', 'Dnkennedy', 'Kesh', 'gkiar', 'arokem'}",5,1.0,0.0
sub-NDARCE721YB5_T1w__ax_133,5,"{'Dnkennedy', 'dnkennedy', 'akeshavan', 'pdonnelly', 'arokem'}",5,1.0,0.0
sub-NDARCE721YB5_T1w__ax_153,7,"{'Kesh', 'akeshavan', 'ehuber', 'ekubota', 'cjmarkie'}",5,1.0,0.0
sub-NDARCE721YB5_T1w__ax_173,7,"{'Dylan', 'dnkennedy', 'cjmarkie', 'jyeatman '}",4,1.0,0.0
sub-NDARCE721YB5_T1w__ax_193,4,"{'Dylan', 'ehuber', 'Danjonpeterson ', '62442katieb'}",4,1.0,0.0
sub-NDARCG073GZ6_T1w__ax_101,5,"{'Dnkennedy', 'gkiar', 'dnkennedy', 'Kesh'}",4,0.4,0.5477225575051662
sub-NDARCG073GZ6_T1w__ax_121,4,"{'Dnkennedy', 'dnkennedy', 'Kesh', 'ehuber'}",4,0.5,0.5773502691896257
sub-NDARCG073GZ6_T1w__ax_141,9,"{'Kesh', 'akeshavan', 'gkiar', 'another_anisha', 'satra', 'arokem'}",6,0.4444444444444444,0.5270462766947299
sub-NDARCG073GZ6_T1w__ax_61,5,"{'akeshavan', 'Kesh', 'another_anisha', 'ehuber'}",4,0.2,0.44721359549995804
sub-NDARCG073GZ6_T1w__ax_81,5,"{'akeshavan', 'arokem', 'dnkennedy', 'ekubota'}",4,0.0,0.0
sub-NDARCG984YXZ_T1w__ax_109,5,"{'akeshavan', 'pdonnelly', 'ehuber'}",3,0.8,0.4472135954999579
sub-NDARCG984YXZ_T1w__ax_129,4,"{'satra', 'dnkennedy', 'cjmarkie', 'ehuber'}",4,1.0,0.0
sub-NDARCG984YXZ_T1w__ax_149,4,"{'akeshavan', 'arokem', 'another_anisha', 'ehuber'}",4,0.5,0.5773502691896257
sub-NDARCG984YXZ_T1w__ax_69,5,"{'ekubota', 'satra', 'spa', 'arokem'}",4,0.0,0.0
sub-NDARCG984YXZ_T1w__ax_89,3,"{'Dnkennedy', 'arokem'}",2,0.6666666666666666,0.5773502691896258
sub-NDARCH881EFG_T1w__ax_104,5,"{'Dylan', 'pdonnelly', 'ekubota', 'anisha', 'arokem'}",5,0.6,0.5477225575051662
sub-NDARCH881EFG_T1w__ax_124,9,"{'Dnkennedy', 'gkiar', 'dnkennedy', 'Kesh'}",4,0.1111111111111111,0.33333333333333337
sub-NDARCH881EFG_T1w__ax_144,4,"{'Dnkennedy', 'binarybottle', 'dnkennedy', 'ehuber'}",4,0.0,0.0
sub-NDARCH881EFG_T1w__ax_64,3,"{'gkiar', 'Kesh', 'pdonnelly'}",3,0.3333333333333333,0.5773502691896258
sub-NDARCH881EFG_T1w__ax_84,7,"{'Dylan', 'Dnkennedy', 'Kesh', '62442katieb', 'akeshavan', 'gkiar'}",6,0.0,0.0
sub-NDARCJ007GF8_T1w__ax_112,4,"{'Dnkennedy', 'bv42', 'pdonnelly', '62442katieb'}",4,0.75,0.5
sub-NDARCJ007GF8_T1w__ax_132,5,"{'Dnkennedy', 'akeshavan', 'Kesh', 'andronovhopf'}",4,0.4,0.5477225575051662
sub-NDARCJ007GF8_T1w__ax_52,4,"{'anisha', 'binarybottle', 'dnkennedy', 'Kesh'}",4,1.0,0.0
sub-NDARCJ007GF8_T1w__ax_72,4,"{'Dylan', 'akeshavan', 'arokem'}",3,0.75,0.5
sub-NDARCJ007GF8_T1w__ax_92,7,"{'Dylan', 'arokem', 'another_anisha', 'ehuber'}",4,0.5714285714285714,0.5345224838248488
sub-NDARCJ170CT9_T1w__ax_107,9,"{'Kesh', 'akeshavan', 'pdonnelly', 'cjmarkie', 'andronovhopf'}",5,0.5555555555555556,0.5270462766947299
sub-NDARCJ170CT9_T1w__ax_127,4,"{'akeshavan', 'satra', 'Dnkennedy', 'Dylan'}",4,0.0,0.0
sub-NDARCJ170CT9_T1w__ax_147,7,"{'Dylan', 'Dnkennedy', 'cjmarkie'}",3,0.0,0.0
sub-NDARCJ170CT9_T1w__ax_167,4,"{'arokem', 'dnkennedy', 'pdonnelly', 'ekubota'}",4,0.25,0.5
sub-NDARCJ170CT9_T1w__ax_87,5,"{'Dylan', 'Dnkennedy', 'akeshavan', 'pdonnelly'}",4,0.6,0.5477225575051662
sub-NDARCJ363KLE_T1w__ax_113,5,"{'Kesh', 'akeshavan', 'pdonnelly', 'ekubota', 'arokem'}",5,0.2,0.44721359549995804
sub-NDARCJ363KLE_T1w__ax_133,3,"{'Dylan', 'ekubota'}",2,1.0,0.0
sub-NDARCJ363KLE_T1w__ax_53,5,"{'Kesh', 'akeshavan', 'ehuber', 'ekubota', 'andronovhopf'}",5,1.0,0.0
sub-NDARCJ363KLE_T1w__ax_73,5,"{'akeshavan', 'gkiar', 'another_anisha', 'binarybottle', 'pdonnelly'}",5,1.0,0.0
sub-NDARCJ363KLE_T1w__ax_93,4,"{'Dylan', 'gkiar', 'dnkennedy', 'arokem'}",4,1.0,0.0
sub-NDARCJ475WJP_T1w__ax_105,6,"{'Dylan', 'Dnkennedy', 'dnkennedy', 'sliew', 'satra'}",5,0.6666666666666666,0.5163977794943223
sub-NDARCJ475WJP_T1w__ax_125,5,"{'Dylan', 'Kesh', 'pdonnelly', 'ekubota'}",4,0.6,0.5477225575051662
sub-NDARCJ475WJP_T1w__ax_145,4,"{'Dnkennedy', 'satra', 'akeshavan', 'Kesh'}",4,1.0,0.0
sub-NDARCJ475WJP_T1w__ax_165,11,"{'akeshavan', 'binarybottle', 'cjmarkie', 'pdonnelly'}",4,0.7272727272727273,0.46709936649691375
sub-NDARCJ475WJP_T1w__ax_85,6,"{'Dnkennedy', 'Kesh', 'another_anisha', 'satra', 'cjmarkie'}",5,0.3333333333333333,0.5163977794943223
sub-NDARCK647MU6_T1w__ax_104,5,"{'Dylan', 'Dnkennedy', 'Kesh', 'pdonnelly', 'arokem'}",5,0.8,0.4472135954999579
sub-NDARCK647MU6_T1w__ax_124,9,"{'Dylan', 'Kesh', 'akeshavan', 'pbellec', 'ekubota', 'arokem'}",6,0.8888888888888888,0.33333333333333337
sub-NDARCK647MU6_T1w__ax_144,5,"{'akeshavan', 'binarybottle', 'pdonnelly'}",3,0.6,0.5477225575051662
sub-NDARCK647MU6_T1w__ax_64,5,"{'Dylan', 'gkiar', 'akeshavan'}",3,0.4,0.5477225575051662
sub-NDARCK647MU6_T1w__ax_84,5,"{'dnkennedy', 'Kesh', 'pdonnelly', 'ekubota', 'arokem'}",5,1.0,0.0
sub-NDARCL016NHB_T1w__ax_108,3,"{'Dylan', 'Dnkennedy'}",2,0.6666666666666666,0.5773502691896258
sub-NDARCL016NHB_T1w__ax_128,7,"{'Dnkennedy', 'Kesh', 'akeshavan', 'pdonnelly', 'bv42'}",5,0.8571428571428571,0.3779644730092272
sub-NDARCL016NHB_T1w__ax_48,4,"{'Dylan', 'arokem', 'satra', 'ekubota'}",4,1.0,0.0
sub-NDARCL016NHB_T1w__ax_68,6,"{'Dylan', 'akeshavan', 'another_anisha', 'arokem'}",4,0.8333333333333334,0.408248290463863
sub-NDARCL016NHB_T1w__ax_88,3,"{'akeshavan', 'binarybottle', 'ekubota'}",3,0.6666666666666666,0.5773502691896258
sub-NDARCL080RHP_T1w__ax_119,4,"{'Dnkennedy', 'gkiar', 'cjmarkie', 'pdonnelly'}",4,1.0,0.0
sub-NDARCL080RHP_T1w__ax_139,3,"{'Dnkennedy', 'Dylan', 'cjmarkie'}",3,1.0,0.0
sub-NDARCL080RHP_T1w__ax_59,5,"{'Dylan', 'akeshavan', 'Kesh', 'pdonnelly'}",4,0.8,0.44721359549995804
sub-NDARCL080RHP_T1w__ax_79,5,"{'Dnkennedy', 'sliew', 'Dylan', 'cjmarkie'}",4,1.0,0.0
sub-NDARCL080RHP_T1w__ax_99,5,"{'Dylan', 'arokem', 'jyeatman '}",3,0.8,0.4472135954999579
sub-NDARCL105LUE_T1w__ax_114,6,"{'Dylan', 'bv42', 'Kesh', 'pdonnelly'}",4,0.8333333333333334,0.408248290463863
sub-NDARCL105LUE_T1w__ax_134,5,"{'akeshavan', 'gkiar', 'arokem'}",3,1.0,0.0
sub-NDARCL105LUE_T1w__ax_54,5,"{'akeshavan', 'cjmarkie', 'pdonnelly', 'arokem'}",4,0.6,0.5477225575051662
sub-NDARCL105LUE_T1w__ax_74,6,"{'Dylan', 'Kesh', 'akeshavan', 'pdonnelly', 'arokem'}",5,1.0,0.0
sub-NDARCL105LUE_T1w__ax_94,6,"{'Dylan', 'Dnkennedy', 'Kesh', 'akeshavan', 'arokem'}",5,1.0,0.0
sub-NDARCL590LPD_T1w__ax_116,3,"{'akeshavan', 'sliew', 'arokem'}",3,1.0,0.0
sub-NDARCL590LPD_T1w__ax_136,4,"{'Dnkennedy', 'binarybottle', 'akeshavan', 'pdonnelly'}",4,1.0,0.0
sub-NDARCL590LPD_T1w__ax_56,6,"{'Dnkennedy', 'dnkennedy', 'akeshavan', 'pdonnelly', 'cjmarkie'}",5,0.8333333333333334,0.408248290463863
sub-NDARCL590LPD_T1w__ax_76,5,"{'Dnkennedy', 'Kesh', 'akeshavan', 'pdonnelly', 'cjmarkie'}",5,1.0,0.0
sub-NDARCL590LPD_T1w__ax_96,6,"{'gkiar', 'dnkennedy', 'Kesh', 'arokem'}",4,0.8333333333333334,0.408248290463863
sub-NDARCM135DVC_T1w__ax_100,3,"{'Dylan', 'dnkennedy'}",2,0.6666666666666666,0.5773502691896258
sub-NDARCM135DVC_T1w__ax_120,6,"{'Dnkennedy', 'Kesh', 'ekubota', 'pdonnelly'}",4,1.0,0.0
sub-NDARCM135DVC_T1w__ax_140,4,"{'Dnkennedy', 'satra', 'gkiar', 'akeshavan'}",4,1.0,0.0
sub-NDARCM135DVC_T1w__ax_60,6,"{'arokem', 'dnkennedy', 'Kesh', 'ekubota'}",4,0.5,0.5477225575051661
sub-NDARCM135DVC_T1w__ax_80,4,"{'Dnkennedy', 'binarybottle', 'Kesh'}",3,0.5,0.5773502691896257
sub-NDARCM302VJ1_T1w__ax_101,7,"{'akeshavan', 'arokem', 'cjmarkie', 'ekubota'}",4,0.14285714285714285,0.37796447300922725
sub-NDARCM302VJ1_T1w__ax_121,5,"{'Dylan', 'Kesh', 'pdonnelly', 'andronovhopf'}",4,1.0,0.0
sub-NDARCM302VJ1_T1w__ax_41,4,"{'cjmarkie', 'another_anisha', 'pdonnelly'}",3,0.5,0.5773502691896257
sub-NDARCM302VJ1_T1w__ax_61,4,"{'akeshavan', 'satra', 'gkiar', '62442katieb'}",4,1.0,0.0
sub-NDARCM302VJ1_T1w__ax_81,6,"{'Dnkennedy', 'pdonnelly', 'ekubota'}",3,0.8333333333333334,0.408248290463863
sub-NDARCN669XPR_T1w__ax_102,3,"{'Dylan', 'Dnkennedy', 'gkiar'}",3,0.6666666666666666,0.5773502691896258
sub-NDARCN669XPR_T1w__ax_122,5,"{'Dylan', '62442katieb', 'akeshavan', 'pdonnelly', 'arokem'}",5,0.4,0.5477225575051662
sub-NDARCN669XPR_T1w__ax_142,6,"{'Dylan', 'binarybottle', 'cjmarkie', 'ekubota'}",4,0.6666666666666666,0.5163977794943223
sub-NDARCN669XPR_T1w__ax_162,4,"{'Dnkennedy', 'satra', 'akeshavan', 'arokem'}",4,0.25,0.5
sub-NDARCN669XPR_T1w__ax_82,6,"{'Dnkennedy', 'Dylan', 'akeshavan', 'ekubota', 'arokem'}",5,0.6666666666666666,0.5163977794943223
sub-NDARCP360AFD_T1w__ax_115,6,"{'Dnkennedy', 'dnkennedy', 'cjmarkie', 'pdonnelly'}",4,1.0,0.0
sub-NDARCP360AFD_T1w__ax_135,4,"{'satra', 'dnkennedy', 'cjmarkie', 'arokem'}",4,0.5,0.5773502691896257
sub-NDARCP360AFD_T1w__ax_55,5,"{'cjmarkie', 'ekubota', '62442katieb'}",3,0.2,0.44721359549995804
sub-NDARCP360AFD_T1w__ax_75,5,"{'akeshavan', 'pdonnelly', 'ekubota'}",3,0.4,0.5477225575051662
